Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
sequin dress,,,Purple,No,2240,560,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Gorgeous,Cute,party; theatrical,8,Yes,Box,N,For sale,1.9.0,Yes,TopsTexOnepieceBoxNSequins6,214,7875,f7NhaAnSyzrtxJrjm
shamrock suit,,,NA,No,3000,750,51,Green,Yellow,1x1,NA,NA,Able Sisters,,Shamrock Day,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,fairy tale; party; theatrical,1,Yes,Salopette,L,For sale,1.8.0,Yes,TopsTexOnepieceSalopetteLShamrock0,1352,14236,9nkpru5fPgLakJjhP
shawl-and-dress combo,,,Black,No,2000,500,51,Black,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Elegant,Simple,everyday; comfy,1,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl0,403,4489,94qmidkBKP7pPtEaJ
shawl-and-dress combo,,,Red,No,2000,500,51,Red,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Elegant,Simple,everyday; comfy,2,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl3,403,8597,9o4vMruAXj3K4u2md
shawl-and-dress combo,,,Ochre,No,2000,500,51,Orange,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,Winter,Free,Free,Elegant,Simple,everyday; comfy,3,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl1,403,8595,MfKkMEJx8bLmqz47x
shawl-and-dress combo,,,Green,No,2000,500,51,Green,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Elegant,Simple,everyday; comfy,4,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLShawl2,403,8596,AAD3e8vu73db6EH2s
sheep costume,,,White,No,1700,425,51,White,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep0,362,4431,oQgFFZf8QXnuhcNzZ
sheep costume,,,Pink,No,1700,425,51,Pink,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,2,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep1,362,9635,ijsXG5Yo6Tnh4NYdi
sheep costume,,,Light blue,No,1700,425,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,3,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep2,362,9636,axRoBAAbPMHvWXESy
sheep costume,,,Brown,No,1700,425,51,Brown,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,4,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNSheep3,362,9637,MH9MP4ibb4aSsQDqc
shell dress,,,Red,No,3500,875,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,1,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid4,492,8249,G3etertjgwY9q2qpW
shell dress,,,Pink,No,3500,875,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,2,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid0,492,4657,PL2y8BwTDFMLkoL7h
shell dress,,,Yellow,No,3500,875,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,3,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid2,492,8247,qwqnysjizyqQifLfQ
shell dress,,,Mint,No,3500,875,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,4,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid3,492,8248,eSYqNd8WAFmYLWriZ
shell dress,,,Blue,No,3500,875,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,5,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid1,492,8246,cDET9RSWRKLHNj3zo
shell dress,,,Purple,No,3500,875,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Gorgeous,Cute,fairy tale; party; theatrical; vacation,6,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNMermaid5,492,8250,txPF8xBG6WmxLBTjr
shiromuku,,,NA,No,4800,1200,51,White,White,1x1,NA,NA,Able Sisters,,Wedding Season (Nook Shopping),Yes,All Year,All Year,NA,Womanly,Womanly,Elegant,Simple,formal; party,1,Yes,Kimono,L,For sale,1.10.0,Yes,TopsTexOnepieceKimonoLPurewhite0,1377,14282,NbRE6evFFq6zpsaWt
shirtdress,,,Olive,No,1600,400,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLShirt2,154,8950,RmdJp9KDJTuQvTtDA
shirtdress,,,Navy blue,No,1600,400,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,2,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLShirt0,154,3386,Qj9YzgCyGXzmXZHXN
shirtdress,,,Beige,No,1600,400,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,3,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLShirt1,154,8949,atqTiXb2GoHX43vci
shorts outfit,,,Black,No,1680,420,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,1,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison4,483,8025,WcnwgprjRvD6jPwZJ
shorts outfit,,,Pink,No,1680,420,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,2,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison3,483,8024,K76M9wwJ9w3vQ33fu
shorts outfit,,,Light blue,No,1680,420,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,3,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison1,483,8022,LRoJm3BewfyodbjRw
shorts outfit,,,Blue,No,1680,420,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,4,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison2,483,8023,2P6mgT69hYvLgpWti
shorts outfit,,,Brown,No,1680,420,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Elegant,Cute,everyday; vacation,5,Yes,Salopette,N,For sale,1.0.0,Yes,TopsTexOnepieceSalopetteNCombinaison0,483,4617,K44QTdGfj4NZagp4y
simple checkered dress,,,Pink,No,1200,300,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; fairy tale; vacation,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNPlaid0,1039,8509,bPL69G2vFoWNGSyTW
simple checkered dress,,,Green,No,1200,300,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; fairy tale; vacation,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNPlaid1,1039,12096,mDoFd7voYYMpHFHTP
simple checkered dress,,,Beige,No,1200,300,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; fairy tale; vacation,3,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNPlaid2,1039,12097,dxqzdMCwXYQvnihpW
simple visiting kimono,,,Gray,No,2480,620,51,Gray,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Simple,formal; party,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHomongi7,913,9010,TmqQqfrD8sTyEaFfz
simple visiting kimono,,,Pink,No,2480,620,51,Pink,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Simple,formal; party,2,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHomongi2,913,9005,hJTKunpyMdErGDBd3
simple visiting kimono,,,Orange,No,2480,620,51,Orange,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Simple,formal; party,3,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHomongi4,913,9007,mFu7hHtudvFDbYFKs
simple visiting kimono,,,Yellow,No,2480,620,51,Yellow,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Simple,formal; party,4,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHomongi6,913,9009,wBaYAaaSgAseL4N7z
simple visiting kimono,,,Pale green,No,2480,620,51,Green,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Simple,formal; party,5,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHomongi0,913,6026,CQNsWPGrfsj2cakRs
simple visiting kimono,,,Aqua,No,2480,620,51,Aqua,Beige,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Simple,formal; party,6,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHomongi5,913,9008,Zfd2BttCu7hWbfgmi
simple visiting kimono,,,Indigo blue,No,2480,620,51,Blue,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Simple,formal; party,7,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHomongi3,913,9006,gNjic463etEuEg7Nd
simple visiting kimono,,,Wisteria,No,2480,620,51,Purple,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Elegant,Simple,formal; party,8,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLHomongi1,913,9004,TtjYMaTCsj4rSMK2T
simple-dots dress,,,Black,No,1200,300,51,Black,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; vacation,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNSimpledot4,1017,12109,ZeyCqLhQXvjTg3gFL
simple-dots dress,,,Red,No,1200,300,51,Red,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; vacation,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNSimpledot0,1017,8188,5qjijdG3kTgQudqRT
simple-dots dress,,,Yellow,No,1200,300,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; vacation,3,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNSimpledot1,1017,12106,dd9JvNWK4c7nndhuK
simple-dots dress,,,Green,No,1200,300,51,Green,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; vacation,4,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNSimpledot3,1017,12108,LzSQhdPTLkTL9YWSy
simple-dots dress,,,Light blue,No,1200,300,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; vacation,5,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNSimpledot2,1017,12107,T4EBigTnpN2rwwJjK
skirt with suspenders,,,Gray,No,1600,400,51,Gray,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Simple,everyday,1,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHSuspendersskirt4,215,9025,LPeiPMbeHNXkukyi5
skirt with suspenders,,,Red,No,1600,400,51,Red,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Simple,everyday,2,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHSuspendersskirt0,215,3660,pJSepkwozLaRdaZSf
skirt with suspenders,,,Pink,No,1600,400,51,Pink,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Simple,everyday,3,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHSuspendersskirt2,215,9023,ZgSmfx5ZvYxuf3WgD
skirt with suspenders,,,Orange,No,1600,400,51,Orange,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Simple,everyday,4,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHSuspendersskirt1,215,9022,pghyCEEReaGbiLhy4
skirt with suspenders,,,Blue,No,1600,400,51,Blue,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Simple,everyday,5,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHSuspendersskirt3,215,9024,RdFthTe6RcrexPFdg
sky-egg outfit,,,NA,Yes,NFS,1200,351,Aqua,Red,1x1,NA,NA,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; party; theatrical,1,Yes,Rib,N,Not for sale,1.1.0,Yes,TopsTexOnepieceRibNEggsky0,1209,12453,ZDf7rEZv9TZxoCsuc
sleeveless shirtdress,,,White,No,1600,400,51,White,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Elegant,everyday; vacation,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNShirt1,155,8951,jBEvorNeWp7XnYEFt
sleeveless shirtdress,,,Pink,No,1600,400,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Elegant,everyday; vacation,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNShirt2,155,8952,MtRurCg9umRtEvgXH
sleeveless shirtdress,,,Lime,No,1600,400,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Elegant,everyday; vacation,3,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNShirt3,155,8953,iEWkL6N8ziHEr38iv
sleeveless shirtdress,,,Blue,No,1600,400,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Elegant,everyday; vacation,4,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNShirt0,155,3387,rxpHXnpvQBXKSzLay
sleeveless silk dress,,,White,No,2520,630,51,White,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal; party,1,Yes,B-long,N,For sale,1.0.0,Yes,TopsTexOnepieceBlongLChina3,582,9154,RprKKZkqdoeSMM9ng
sleeveless silk dress,,,Red,No,2520,630,51,Red,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal; party,2,Yes,B-long,N,For sale,1.0.0,Yes,TopsTexOnepieceBlongLChina0,582,5131,BTiKJBRTf3xmK85DQ
sleeveless silk dress,,,Pink,No,2520,630,51,Pink,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal; party,3,Yes,B-long,N,For sale,1.0.0,Yes,TopsTexOnepieceBlongLChina4,582,9155,QawwsHKYhAJup3rHz
sleeveless silk dress,,,Yellow,No,2520,630,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal; party,4,Yes,B-long,N,For sale,1.0.0,Yes,TopsTexOnepieceBlongLChina6,582,9157,tfg3o66LAqC85NQDX
sleeveless silk dress,,,Green,No,2520,630,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal; party,5,Yes,B-long,N,For sale,1.0.0,Yes,TopsTexOnepieceBlongLChina1,582,9152,mJZcSzs9pFCY5rMEz
sleeveless silk dress,,,Light blue,No,2520,630,51,Aqua,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal; party,6,Yes,B-long,N,For sale,1.0.0,Yes,TopsTexOnepieceBlongLChina5,582,9156,DYT42Xcf5qQqxLLD9
sleeveless silk dress,,,Navy blue,No,2520,630,51,Blue,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Elegant,Elegant,everyday; formal; party,7,Yes,B-long,N,For sale,1.0.0,Yes,TopsTexOnepieceBlongLChina2,582,9153,9zzpox4sDPXctEes4
sleeveless sweater dress,,,White,No,1600,400,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Active,Elegant,everyday; comfy,1,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNKnit2,105,8011,itytn2hZujpPAboEr
sleeveless sweater dress,,,Gray,No,1600,400,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Active,Elegant,everyday; comfy,2,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNKnit0,105,3261,MjEAYxjKRarnD6ktC
sleeveless sweater dress,,,Black,No,1600,400,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Active,Elegant,everyday; comfy,3,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNKnit1,105,8010,8cnbkGhPbdPJKGv3h
sleeveless sweater dress,,,Lime,No,1600,400,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Active,Elegant,everyday; comfy,4,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNKnit5,105,8014,oEneJxQJ72DBLYGTw
sleeveless sweater dress,,,Light blue,No,1600,400,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Active,Elegant,everyday; comfy,5,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNKnit4,105,8013,8ZWvagtZErYKaj4ga
sleeveless sweater dress,,,Purple,No,1600,400,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Womanly,Active,Elegant,everyday; comfy,6,Yes,Rib,N,For sale,1.0.0,Yes,TopsTexOnepieceRibNKnit3,105,8012,iRhLbEaS6yQiaNjYF
slip dress,,,Gray,No,2600,650,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Elegant,Cool,formal; party; theatrical,1,Yes,B-long,N,For sale,1.9.0,Yes,TopsTexOnepieceBlongNSlip4,455,7933,GF7dQYJNjpQMwPgDH
slip dress,,,Black,No,2600,650,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Elegant,Cool,formal; party; theatrical,2,Yes,B-long,N,For sale,1.9.0,Yes,TopsTexOnepieceBlongNSlip1,455,7930,SE3Rv7w9SHdLFgmzm
slip dress,,,Red,No,2600,650,51,Red,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Elegant,Cool,formal; party; theatrical,3,Yes,B-long,N,For sale,1.9.0,Yes,TopsTexOnepieceBlongNSlip5,455,7934,Ls6iSBJcTQ4A28wtq
slip dress,,,Orange,No,2600,650,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Elegant,Cool,formal; party; theatrical,4,Yes,B-long,N,For sale,1.9.0,Yes,TopsTexOnepieceBlongNSlip2,455,7931,KkmBvEmDh85tirDBZ
slip dress,,,Yellow,No,2600,650,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Elegant,Cool,formal; party; theatrical,5,Yes,B-long,N,For sale,1.9.0,Yes,TopsTexOnepieceBlongNSlip3,455,7932,AuqdftdYDzyMkkzdk
slip dress,,,Blue,No,2600,650,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Prom,Yes,All Year,Summer,NA,Womanly,Womanly,Elegant,Cool,formal; party; theatrical,6,Yes,B-long,N,For sale,1.9.0,Yes,TopsTexOnepieceBlongNSlip0,455,4587,jTQ346MWkrTZHusQA
space suit,,,NA,No,5000,1250,51,White,Red,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,work,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLSpaceWhite,211,3636,5w9Kh9EHd85Mec2wh
sprite costume,,,Red,No,2500,625,51,Red,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale,1,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHDwarf1,247,8131,aNt25NWxFuydPm2sf
sprite costume,,,Pink,No,2500,625,51,Pink,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale,2,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHDwarf5,247,8135,Mvp3fy4sXkcy8Zmvi
sprite costume,,,Yellow,No,2500,625,51,Yellow,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale,3,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHDwarf4,247,8134,Cu3DqD6hfcacWrkCj
sprite costume,,,Green,No,2500,625,51,Green,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale,4,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHDwarf0,247,4171,QcrLWjN5SRarDQqyR
sprite costume,,,Mint,No,2500,625,51,Aqua,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale,5,Yes,Overall,H,For sale,1.0.0,Yes,TopsTexOnepieceOverallHDwarf6,247,8136,DqZs2PhSENigTECBP
